user_id,place_id,rating
1,113,10
1,40,6
1,136,9
1,42,4
2,40,8
2,54,7
2,103,8
2,126,9
2,42,4
2,165,9
2,141,8
3,54,10
3,40,10
3,193,10
3,68,10
3,113,10
3,165,10
5,92,10
5,73,9
5,28,8
5,140,9
5,73,10
5,42,10
6,73,10
6,42,10
6,123,10
6,28,7
6,89,8
6,164,8
7,40,8
7,167,8
7,193,7
7,179,9
7,42,9
8,42,7
8,126,9
8,28,6
8,123,8
8,36,8
8,96,9
9,65,9
9,145,9
9,42,7
9,107,9
10,127,10
10,75,10
10,71,8
10,42,10
10,40,10
10,18,7
10,123,8
11,194,10
11,40,8
11,136,7
11,54,8
12,193,10
12,40,10
12,42,5
12,68,4
12,145,8
13,36,10
13,124,10
13,96,10
13,142,8
13,120,10
13,123,8
13,42,10
14,92,8
14,12,6
14,65,9
14,28,7
14,144,6
14,96,7
14,54,5
15,188,9
15,75,8
15,12,9
15,111,9
15,2,7
15,187,8
15,65,10
15,10,9
15,120,9
15,167,10
16,167,10
16,54,10
16,123,8
16,42,4
16,40,10
17,167,9
17,120,8
17,138,7
17,136,6
17,42,5
17,123,5
17,18,5
17,142,9
18,42,9
18,73,8
18,74,7
18,107,10
18,75,6
18,144,8
18,173,7
19,40,10
19,133,8
19,107,1
19,54,9
20,75,8
20,18,9
20,193,7
20,12,10
20,142,10
20,42,6
20,68,8
20,36,7
20,164,10
21,164,7
21,54,9
21,42,5
21,18,5
21,123,7
22,123,8
22,68,9
22,42,7
22,144,9
22,164,9
22,193,7
22,54,9
23,123,9
23,18,4
23,65,9
23,130,9
23,136,9
23,75,7
23,142,9
24,68,8
24,28,6
24,123,6
24,40,9
24,84,9
24,142,9
24,193,5
26,40,9
26,193,9
26,173,7
27,18,8
27,120,10
27,165,9
27,84,6
27,40,7
28,75,9
28,165,9
28,42,2
28,73,6
28,18,5
29,113,9
29,108,8
29,92,8
29,111,8
29,74,9
29,167,10
29,164,8
30,130,8
30,40,6
30,42,6
30,193,7
30,123,7
30,28,6
31,130,8
31,123,9
31,42,9
31,28,8
31,68,8
31,18,9
31,75,9
31,73,9
32,164,10
32,40,7
32,92,10
32,103,9
32,187,9
33,42,6
33,28,5
33,73,9
33,80,10
33,92,10
34,142,10
34,104,10
34,36,10
34,167,10
34,144,10
34,113,10
35,167,10
35,120,10
35,115,10
35,128,10
35,42,8
35,123,9
35,68,9
36,42,6
37,123,8
37,96,10
37,136,10
37,74,9
37,42,7
38,18,7
38,42,9
38,54,10
38,28,3
38,113,10
38,73,10
38,165,10
39,68,8
39,28,8
39,142,9
39,42,8
39,123,7
39,140,7
40,167,10
41,165,10
41,107,7
41,73,10
41,40,10
41,193,10
41,131,10
41,42,10
42,12,8
42,75,9
42,120,9
42,10,9
42,127,7
42,92,9
42,182,8
42,42,5
42,167,9
43,54,8
43,193,8
43,42,5
43,158,9
44,75,10
44,130,9
44,40,9
44,54,9
44,164,8
44,107,7
44,68,8
45,18,8
45,42,8
45,54,10
45,28,8
45,193,10
45,165,10
45,113,10
45,40,10
46,92,8
46,42,2
46,123,7
46,28,7
46,165,7
46,142,8
46,18,8
47,65,10
47,188,10
47,167,10
47,40,10
47,128,10
47,68,4
47,18,4
48,154,8
48,167,8
48,75,10
49,28,7
49,18,9
49,142,8
49,68,6
49,144,9
49,123,8
49,136,9
50,75,10
50,42,8
50,142,9
50,40,8
50,92,9
52,158,10
52,152,9
52,141,10
52,113,10
52,92,8
52,40,10
53,92,10
53,40,10
53,42,10
53,124,10
53,165,10
55,68,7
56,165,6
56,113,9
56,161,8
56,130,9
56,136,10
56,96,9
56,73,9
56,110,9
56,123,10
57,44,9
57,28,7
57,68,10
57,42,8
57,54,10
57,142,8
58,40,10
58,167,10
58,101,10
58,101,10
58,75,10
58,188,10
58,188,10
59,68,10
60,113,10
60,142,7
60,88,10
60,193,6
60,18,5
60,123,9
61,12,10
61,18,7
61,107,7
61,126,10
61,40,5
62,40,7
62,193,6
62,75,8
62,42,6
62,54,9
62,81,8
62,178,8
63,113,8
63,42,3
63,121,10
63,167,10
63,18,7
63,120,10
63,10,10
64,120,10
64,155,10
64,137,10
64,12,10
64,54,10
65,113,9
65,75,9
65,40,8
65,42,8
65,123,7
65,73,7
65,18,7
65,68,6
66,40,7
66,54,9
66,165,9
66,42,7
67,167,9
67,40,9
68,103,9
68,144,7
68,106,9
69,54,8
69,164,8
69,127,5
69,136,6
69,12,7
69,40,7
69,123,7
70,97,9
70,164,10
70,29,10
70,40,10
70,18,7
70,92,8
70,73,9
70,75,9
71,92,9
71,136,8
71,115,8
71,128,7
71,142,8
71,31,8
71,28,5
71,124,8
72,18,1
72,28,1
72,92,10
72,42,5
72,123,8
72,164,7
